model,val_accuracy,val_f1_macro,val_qwk,test_accuracy,test_f1_macro,test_qwk,acc_ci_low,acc_ci_high,f1_ci_low,f1_ci_high,qwk_ci_low,qwk_ci_high,cpu_ms_mean,cpu_ms_std,gpu_ms_mean,gpu_ms_std,gradcam_selected
ResNet34,0.3125,0.3067,-0.0167,0.3312,0.3138,0.3186,0.2625,0.4002,0.2462,0.3783,0.1773,0.4571,34.1227,2.0515,9.8449,0.2565,"[('/content/drive/MyDrive/Masters/Datasets/test_set/Mayo 0/UC_patient_275_12.bmp', 0), ('/content/drive/MyDrive/Masters/Datasets/test_set/Mayo 1/UC_patient_225_9.bmp', 1), ('/content/drive/MyDrive/Masters/Datasets/test_set/Mayo 2/UC_patient_205_6.bmp', 2), ('/content/drive/MyDrive/Masters/Datasets/test_set/Mayo 3/UC_patient_130_27.bmp', 3)]"
