model,Accuracy,Acc 95% CI,F1 (macro),F1 95% CI,QWK,QWK 95% CI
ResNet34,0.3312,"[0.2625, 0.4002]",0.3138,"[0.2462, 0.3783]",0.3186,"[0.1773, 0.4571]"
